Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794486,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794487,9.000000011336605e+17,9.000000011336605e+17,,,1 Taco,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,3.0,0.0,3.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794490,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794491,9.000000011336605e+17,9.000000011336605e+17,,,1 Taco,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,3.0,0.0,3.0,1.0,False,,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794492,9.000000000227158e+17,9.000000000227158e+17,,,Sour Cream,9.000000011338575e+17,Taco Extras,900000001133620863,Fried Beef Tacos,,0.5,0.0,0.5,1.0,False,,
1234 Elmwood Avenue,900000004026136102,31,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026136101,Bartender A,,,Dinner,,900000004026134296,9.000000011337288e+17,9.000000011337288e+17,,,Mild Taco Sauce,9.000000011336943e+17,Taco Sauce,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004026136102,31,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026136101,Bartender A,,,Dinner,,900000004026134297,9.000000011336605e+17,9.000000011336605e+17,,,2 Tacos,9.000000011336605e+17,Size,900000001133620863,Fried Beef Tacos,,5.5,0.0,5.5,1.0,False,,
1234 Elmwood Avenue,900000004026136102,31,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026136101,Bartender A,,,Dinner,,900000004026134298,,,,,No Tomatoes,,,900000001133620863,Fried Beef Tacos,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004026143277,32,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026143275,Bartender A,,,Dinner,,900000004026143267,9.000000026161938e+17,9.000000026161938e+17,,,Starry,9.000000001108036e+17,Liquor Modifiers,900000001526158379,Dr. McGillicuddy's Cherry SGL,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004027461147,37,4/10/24 9:23 PM,4/10/24 9:22 PM,900000004027461146,Bartender A,,,Late Night,,900000004027461139,9.000000026161938e+17,9.000000026161938e+17,,,Starry,9.000000001108036e+17,Liquor Modifiers,900000000222515233,Canadian Club SGL,,0.0,0.0,0.0,1.0,False,,
1234 Elmwood Avenue,900000004027801587,38,4/10/24 9:47 PM,4/10/24 9:42 PM,900000004027801586,Bartender A,,,Late Night,,900000004027808127,9.000000026161938e+17,9.000000026161938e+17,,,Starry,9.000000001108036e+17,Liquor Modifiers,900000000222515233,Canadian Club SGL,,0.0,0.0,0.0,1.0,False,,
